Stanwell Coal Power Plant Australia ,1460,Australia,Queensland,8516666.667,0.8,6813333.333
Belle River Coal Plant MI USA ,1664.4,United States of America,Michigan,9709000,0.7,6796300
Mannheim Coal CHP Power Plant Germany ,1455,Germany,Baden-Wurttemberg,8487500,0.8,6790000
Maritsa Iztok-2 Coal Power Plant Bulgaria ,1450,Bulgaria,Stara Zagora,8458333.333,0.8,6766666.667
Miami Fort Coal Plant OH USA ,1444,United States of America,Ohio,8423333.333,0.8,6738666.667
Hunter Coal Plant UT USA ,1440.6,United States of America,Utah,8403500,0.8,6722800
Harding Street Coal Power Plant IN USA ,1184.9,United States of America,Indiana,6911916.667,0.95,6566320.833
Carbon II Coal Power Station Mexico ,1400,Mexico,Coahuila,8166666.667,0.8,6533333.333
As Pontes Coal Power Plant Spain ,1400,Spain,Galicia,8166666.667,0.8,6533333.333
Cliffside Coal Plant NC USA ,1395.9,United States of America,North Carolina,8142750,0.8,6514200
Wabash River Coal Power Plant IN USA ,1172.8,United States of America,Indiana,6841333.333,0.95,6499266.667
Litoral de Almeira (Carboneras) Coal Power Plant Spain ,1158,Spain,Andalusia,6755000,0.95,6417250
Laziska CHP Coal Power Plant Polan ,1155,Poland,slaskie,6737500,0.95,6400625
G G Allen Coal Plant NC USA ,1155,United States of America,North Carolina,6737500,0.95,6400625
Brandon Shores Coal Power Plant MD USA ,1370,United States of America,Maryland,7991666.667,0.8,6393333.333
Pleasants Power Station Coal Plant WV USA ,1368,United States of America,West Virginia,7980000,0.8,6384000
Fort Martin Power Station Coal Plant WV USA ,1152,United States of America,West Virginia,6720000,0.95,6384000
Luganskaya Thermal Power Plant Ukraine ,1150,Ukraine,Luhanska,6708333.333,0.95,6372916.667
Gerald Gentleman Coal Plant NE USA ,1362.6,United States of America,Nebraska,7948500,0.8,6358800
Cross Coal Plant SC USA ,1147.1,United States of America,South Carolina,6691416.667,0.95,6356845.833
Panipat (PTPS I and II) Coal Power Station India ,1360,India,Haryana,7933333.333,0.8,6346666.667
Jorf Lasfar (JLEC) Thermal Power Plant Morocco ,1360,Morocco,Doukkala-Abda,7933333.333,0.8,6346666.667
Zetes Coal Power Plant Turkey ,1360,Turkey,Zonguldak,7933333.333,0.8,6346666.667
St Johns River Power Park Coal Power Plant FL USA ,1358,United States of America,Florida,7921666.667,0.8,6337333.333
Afsin Elbistan-A Coal Power Plant Turkey ,1355,Turkey,Kahramanmaras,7904166.667,0.8,6323333.333
Paricha Coal Power Station India ,1140,India,Uttar Pradesh,6650000,0.95,6317500
Laramie River 2 and 3 Coal Power Plant WY USA ,1140,United States of America,Wyoming,6650000,0.95,6317500
Sooner Coal Plant OK USA ,1138,United States of America,Oklahoma,6638333.333,0.95,6306416.667
Ukai Coal Power Station India ,1350,India,Gujarat,7875000,0.8,6300000
Obra Coal Power Station India ,1350,India,Uttar Pradesh,7875000,0.8,6300000
Tolk Coal Plant TX USA ,1136,United States of America,Texas,6626666.667,0.95,6295333.333
Thomas Hill Coal Plant MO USA ,1135,United States of America,Missouri,6620833.333,0.95,6289791.667
Jaworzno III CHP Coal Power Plant Poland ,1345,Poland,slaskie,7845833.333,0.8,6276666.667
Cholla Coal Power Plant AZ USA ,1128.8,United States of America,Arizona,6584666.667,0.95,6255433.333
Korba West Coal Power Station India ,1340,India,Chhattisgarh,7816666.667,0.8,6253333.333
Sanjay Gandhi (Birsinghpur) Coal Power Station (SGTPS) India ,1340,India,Madhya Pradesh,7816666.667,0.8,6253333.333
Khaperkheda II Coal Power Station India ,1340,India,Maharashtra,7816666.667,0.8,6253333.333
Paiton I Coal Power Plant Indonesia ,1340,Indonesia,Jawa Timur,7816666.667,0.8,6253333.333
Craig Coal Plant CO USA ,1339.2,United States of America,Colorado,7812000,0.8,6249600
Satpura (Sarni) STPS Coal Power Station India ,1330,India,Madhya Pradesh,7758333.333,0.8,6206666.667
Maasvlakte-3 USC coal Power Plant Netherlands ,1113,Netherlands,Zuid-Holland,6492500,0.95,6167875
Vales Point B Coal Power Plant Australia ,1320,Australia,New South Wales,7700000,0.8,6160000
Anhui Huadian Wuhu Coal Power Plant China ,1320,China,Anhui,7700000,0.8,6160000
Huaneng Huaiyin Coal Power Plant China ,1320,China,Jiangsu,7700000,0.8,6160000
Mahatma Gandhi Coal Power Plant India ,1320,India,Haryana,7700000,0.8,6160000
JP Nigrie Coal Power Plant India ,1320,India,Madhya Pradesh,7700000,0.8,6160000
Adani Kawai Coal Power Plant India ,1320,India,Rajasthan,7700000,0.8,6160000
Irkutsk Thermal Power Station-10 Russia ,1110,Russian Federation,Irkutsk,6475000,0.95,6151250
Philip Sporn Coal Plant WV USA ,1105.5,United States of America,West Virginia,6448750,0.95,6126312.5
Nikola Tesla B Coal Power Plant Serbia ,1240,Serbia,Belgrade,7233333.333,0.8,5786666.667
Pleasant Prairie Coal Plant WI USA ,1235,United States of America,Wisconsin,7204166.667,0.8,5763333.333
Newton Coal Power Plant IL USA ,1234.8,United States of America,Illinois,7203000,0.8,5762400
PSEG Hudson Generating Station Coal Plant NJ USA ,1229.6,United States of America,New Jersey,7172666.667,0.8,5738133.333
Crist Coal Power Plant FL USA ,1228.8,United States of America,Florida,7168000,0.8,5734400
Sual Coal Power Plant Philippines ,1218,Philippines,Pangasinan,7105000,0.8,5684000
Coal Creek Coal Plant ND USA ,1212,United States of America,North Dakota,7070000,0.8,5656000
South Oak Creek Coal Plant WI USA ,1211.2,United States of America,Wisconsin,7065333.333,0.8,5652266.667
Nazarovskaya CHP Coal Power Plant Russia ,1210,Russian Federation,Krasnoyarsk,7058333.333,0.8,5646666.667
Anhui Hefei Coal Power Plant China ,1200,China,Anhui,7000000,0.8,5600000
Anhui Bengbu Power Plant China ,1200,China,Anhui,7000000,0.8,5600000
Anhui Fuyang Huaren Coal Power Plant China ,1200,China,Anhui,7000000,0.8,5600000
Fengtai Coal Power Plant China ,1200,China,Anhui,7000000,0.8,5600000
Huaneng Chaohu Coal Power Plant China ,1200,China,Anhui,7000000,0.8,5600000
Anhui Huainan Tianji Coal Power Plant China ,1200,China,Anhui,7000000,0.8,5600000
Huaneng Shantou Coal Power Plant China ,1200,China,Guangdong,7000000,0.8,5600000
Guodian Baoji-2 Coal Power Plant China ,1200,China,Shaanxi,7000000,0.8,5600000
Laicheng Coal Power Plant China ,1200,China,Shandong,7000000,0.8,5600000
Hueneng Yuwang Coal Power Plant China ,1200,China,Yunnan,7000000,0.8,5600000
Qujing Coal Power Plant China ,1200,China,Yunnan,7000000,0.8,5600000
Zhenxiong Coal Power Plant China ,1200,China,Yunnan,7000000,0.8,5600000
Altbach Coal Power Plant Germany ,1200,Germany,Baden-Wurttemberg,7000000,0.8,5600000
Akaltara (KSK Mahanadi) Coal Power Plant India ,1200,India,Chhattisgarh,7000000,0.8,5600000
Essar Salaya Coal Power Plant India ,1200,India,Gujarat,7000000,0.8,5600000
Rajiv Gandhi Khedar Mega Power Plant (RGKTPP) India ,1200,India,Haryana,7000000,0.8,5600000
Lanco Udupi Coal Mega Power Plant India ,1200,India,Karnataka,7000000,0.8,5600000
Malwa Shri Singaji (MTPP) Coal Power Station India ,1200,India,Madhya Pradesh,7000000,0.8,5600000
Essar Mahan Coal Power Plant India ,1200,India,Madhya Pradesh,7000000,0.8,5600000
JSW Ratnagiri Coal Power Plant India ,1200,India,Maharashtra,7000000,0.8,5600000
Kalisindh (Jhalawar ) Super Thermal Power Plant India ,1200,India,Rajasthan,7000000,0.8,5600000
Rosa Coal Power Plant India ,1200,India,Uttar Pradesh,7000000,0.8,5600000
Lanco Anpara-C Coal Power Station India ,1200,India,Uttar Pradesh,7000000,0.8,5600000
Raghunathpur DVC Coal Power Plant India ,1200,India,West Bengal,7000000,0.8,5600000
Noshiro Coal Power Plant Japan ,1200,Japan,Akita,7000000,0.8,5600000
Tsuruga Coal Power Station Japan ,1200,Japan,Fukui,7000000,0.8,5600000
Hirono Thermal Power Station Japan ,1200,Japan,Fukushima,7000000,0.8,5600000
Nanao-Ohta Coal Power Station Japan ,1200,Japan,Ishikawa,7000000,0.8,5600000
Isogo Shin Coal Power Plant Japan ,1200,Japan,Kanagawa,7000000,0.8,5600000
"Jose Lopez Portillo (Carbon I, Rio Escondido) Coal Power Station ",1200,Mexico,Coahuila,7000000,0.8,5600000
Belovskaya CHP State District Power Station Russia ,1200,Russian Federation,Kemerovo,7000000,0.8,5600000
Grootvlei Coal Power Station South Africa ,1200,South Africa,Mpumalanga,7000000,0.8,5600000
Cockenzie Coal Power Plant ,1200,United Kingdom,East Lothian,7000000,0.8,5600000
New Madrid Coal Plant MO USA ,1200,United States of America,Missouri,7000000,0.8,5600000
Quang Ninh Coal Power Plant Vietnam ,1200,Viet Nam,Quang Ninh,7000000,0.8,5600000
Compostilla II Coal Power Plant Spain ,1199.6,Spain,Castile and Leon,6997666.667,0.8,5598133.333
Cayuga Coal Power Plant IN USA ,1193.4,United States of America,Indiana,6961500,0.8,5569200
Sines Coal Power Plant Portugal ,1192,Portugal,Beja,6953333.333,0.8,5562666.667
Parli Coal Power Station India ,1190,India,Maharashtra,6941666.667,0.8,5553333.333
Big Brown Coal Plant TX USA ,1186.8,United States of America,Texas,6923000,0.8,5538400
Paiton II Coal Power Plant Indonesia ,1320,Indonesia,Jawa Timur,7700000,0.7,5390000
Ho-Ping Coal Power Station Taiwan ,1320,Republic of China Taiwan,Taiwan,7700000,0.7,5390000
Rovinari Coal Power Station Romania ,1320,Romania,Gorj,7700000,0.7,5390000
Surgozu Coal Power Plant Turkey ,1320,Turkey,Adana,7700000,0.7,5390000
Joliet 29 Coal Power Plant IL USA ,1320,United States of America,Illinois,7700000,0.7,5390000
Kincaid Generation LLC Coal Power Plant IL USA ,1319,United States of America,Illinois,7694166.667,0.7,5385916.667
Tianjin Dagang CHP Coal Power Plant China ,1314,China,Tianjin,7665000,0.7,5365500
Genesee Coal Generating Station Canada ,1310,Canada,Alberta,7641666.667,0.7,5349166.667
TEP-22 Thermal Power Plant Russia ,1310,Russian Federation,Moscow City,7641666.667,0.7,5349166.667
Clifty Creek Coal Power Plant IN USA ,1303.2,United States of America,Indiana,7602000,0.7,5321400
Sanhe Coal Power Plant China ,1300,China,Hebei,7583333.333,0.7,5308333.333
Huaneng Shanghai Shidongkou I Coal Power Plant China ,1300,China,Shanghai,7583333.333,0.7,5308333.333
Huaneng Tianjin Yangliuqing Cogen Coal Power Plant China ,1300,China,Tianjin,7583333.333,0.7,5308333.333
Takehara (J-Power) Coal Power Station Japan ,1300,Japan,Hiroshima,7583333.333,0.7,5308333.333
Mountaineer Coal Plant WV USA ,1300,United States of America,West Virginia,7583333.333,0.7,5308333.333
Eastlake Coal Plant OH USA ,1289,United States of America,Ohio,7519166.667,0.7,5263416.667
Greene County Coal Power Plant AL USA ,1288.4,United States of America,Alabama,7515666.667,0.7,5260966.667
Duisburg-Walsum Coal CHP Power Plant Germany ,1285,Germany,North Rhine-Westphalia,7495833.333,0.7,5247083.333
Mintia-Deva Power Station Romania ,1285,Romania,Hunedoara,7495833.333,0.7,5247083.333
Keephills Coal Power Plant Canada ,1282,Canada,Alberta,7478333.333,0.7,5234833.333
Dabieshan Coal Power Plant China ,1280,China,Hubei,7466666.667,0.7,5226666.667
Tom Usinskaya GRES Coal Power Plant Russia ,1272,Russian Federation,Kemerovo,7420000,0.7,5194000
Will County Coal Power Plant IL USA ,1268.8,United States of America,Illinois,7401333.333,0.7,5180933.333
Varna Coal Power Plant Bulgaria ,1260,Bulgaria,Varna,7350000,0.7,5145000
Anhui Huadian Suzhou Coal Power Plant China ,1260,China,Anhui,7350000,0.7,5145000
CLP Guangxi Fangchenggang Power Station China ,1260,China,Guangxi Zhuang,7350000,0.7,5145000
Changshu Coal Power Plant China ,1260,China,Jiangsu,7350000,0.7,5145000
Ropar Coal Power Station India ,1260,India,Punjab,7350000,0.7,5145000
Kolaghat (KTPS) Coal Power Station India ,1260,India,West Bengal,7350000,0.7,5145000
Winyah Coal Plant SC USA ,1260,United States of America,South Carolina,7350000,0.7,5145000
Tanners Creek Coal Power Plant IN USA ,1100.1,United States of America,Indiana,6417250,0.8,5133800
Gusinoozerskaya Coal Power Plant Russia ,1100,Russian Federation,Buryat,6416666.667,0.8,5133333.333
Yorktown Coal Plant VA USA ,1257,United States of America,Virginia,7332500,0.7,5132750
Joppa Steam Coal Power Plant IL USA ,1099.8,United States of America,Illinois,6415500,0.8,5132400
Sioux Coal Plant MO USA ,1099.4,United States of America,Missouri,6413166.667,0.8,5130533.333
Big Sandy Coal Power Plant KY USA ,1096.8,United States of America,Kentucky,6398000,0.8,5118400
Kardia Coal Power Plant Greece ,1250,Greece,Kozani,7291666.667,0.7,5104166.667
Chandrapura DVC Coal Power Station India ,1250,India,Jharkhand,7291666.667,0.7,5104166.667
Krasnoyarskayay GRES-2 Coal Power Plant Russia ,1250,Russian Federation,Krasnoyarsk,7291666.667,0.7,5104166.667
Amer CHP Coal Power Plant Netherlands ,1245,Netherlands,Noord-Brabant,7262500,0.7,5083750
Zuyevskaya Thermal Power Plant Ukraine ,1245,Ukraine,Donetsk,7262500,0.7,5083750
Rush Island Coal Plant MO USA ,1242,United States of America,Missouri,7245000,0.7,5071500
Emile-Huchet Coal Power Plant France ,1086,France,Moselle,6335000,0.8,5068000
Kyger Creek Coal Plant OH USA ,1086,United States of America,Ohio,6335000,0.8,5068000
Kota Super Coal Power Station India ,1240,India,Rajasthan,7233333.333,0.7,5063333.333
H L Spurlock Coal Power Plant KY USA ,1081.4,United States of America,Kentucky,6308166.667,0.8,5046533.333
Porto do Pecem Coal Power Plant Brazil ,1080,Brazil,Ceara,6300000,0.8,5040000
JSW Barmer (Jallipa-Kapurdi) Coal Power Plant India ,1080,India,Rajasthan,6300000,0.8,5040000
Maasvlakte 1-2 Coal Power Plant Netherlands ,1080,Netherlands,Zuid-Holland,6300000,0.8,5040000
Novosibirsk TPP-5 Coal Power Plant Russia ,1080,Russian Federation,Novosibirsk,6300000,0.8,5040000
Merom Coal Power Plant IN USA ,1080,United States of America,Indiana,6300000,0.8,5040000
Harrington Coal Plant TX USA ,1080,United States of America,Texas,6300000,0.8,5040000
Clay Boswell Coal Plant MN USA ,1073.3,United States of America,Minnesota,6260916.667,0.8,5008733.333
Hawthorn Coal Plant MO USA ,1071.1,United States of America,Missouri,6248083.333,0.8,4998466.667
Heilbronn Coal CHP Power Plant Germany ,1066,Germany,Baden-Wurttemberg,6218333.333,0.8,4974666.667
Herbert A Wagner Coal Plant MD USA ,1058.5,United States of America,Maryland,6174583.333,0.8,4939666.667
Jack Watson Coal Plant MS USA ,1051.3,United States of America,Mississippi,6132583.333,0.8,4906066.667
Rayala Seema (RTPP) Coal Power Station India ,1050,India,Andhra Pradesh,6125000,0.8,4900000
Tata Maithon Right Bank Thermal Power Plant India ,1050,India,Jharkhand,6125000,0.8,4900000
Unchahar Coal Power Station India ,1050,India,Uttar Pradesh,6125000,0.8,4900000
Bakreshwar (BkTPP) Coal Power Station India ,1050,India,West Bengal,6125000,0.8,4900000
Pelabuhan Ratu Coal Power Plant Indonesia ,1050,Indonesia,Jawa Barat,6125000,0.8,4900000
Teruel-Andorra Coal Power Plant Spain ,1050,Spain,Aragon,6125000,0.8,4900000
George Neal North Coal Power Plant IA USA ,1046,United States of America,Iowa,6101666.667,0.8,4881333.333
Huaneng Yushe Coal Power Plant China ,800,China,Shanxi,4666666.667,0.95,4433333.333
Detmarovice Coal Power Plant Czech ,800,Czech Republic,Moravskoslezsky,4666666.667,0.95,4433333.333
Chvaletice Coal Power Plant Czech ,800,Czech Republic,Pardubicky,4666666.667,0.95,4433333.333
Tusimice Coal Power Plant Czech ,800,Czech Republic,Ustecky,4666666.667,0.95,4433333.333
Paiton PLN Coal Power Plant Indonesia ,800,Indonesia,Jawa Tengah,4666666.667,0.95,4433333.333
Kosovo A Coal Power Plant Kosovo ,800,Kosovo,Pristina,4666666.667,0.95,4433333.333
Maasvlakte Electrabel Coal Power Plant Netherlands ,800,Netherlands,Zuid-Holland,4666666.667,0.95,4433333.333
Patnow Coal Power Plant Poland ,800,Poland,wielkopolskie,4666666.667,0.95,4433333.333
Slavyanskaya Thermal Power Plant Ukraine ,800,Ukraine,Donetsk,4666666.667,0.95,4433333.333
John Sevier Coal Power Plant TN USA ,800,United States of America,Tennessee,4666666.667,0.95,4433333.333
Indian River Operations Coal Power Plant DE USA ,799.4,United States of America,Delaware,4663166.667,0.95,4430008.333
President Medici (Candiota) Coal Power Plant Brazil ,796,Brazil,Rio Grande do Sul,4643333.333,0.95,4411166.667
Banten-Lontar Coa Power Plant Indonesia ,945,Indonesia,Banten,5512500,0.8,4410000
River Rouge Coal Plant MI USA ,944,United States of America,Michigan,5506666.667,0.8,4405333.333
Asnaes Coal CHP Power Plant Denmark ,790,Denmark,Zealand,4608333.333,0.95,4377916.667
Dickerson Coal Power Plant MD USA ,930,United States of America,Maryland,5425000,0.8,4340000
Stanton Energy Center Coal Power Plant FL USA ,929,United States of America,Florida,5419166.667,0.8,4335333.333
E D Edwards Coal Power Plant IL USA ,780.3,United States of America,Illinois,4551750,0.95,4324162.5
Abono Thermal Power plant Spain ,921.7,Spain,Asturias,5376583.333,0.8,4301266.667
Trenton Channel Coal Plant MI USA ,775.5,United States of America,Michigan,4523750,0.95,4297562.5
Guru Hargobind (Lehra Mohabbat) Coal Power Station India ,920,India,Punjab,5366666.667,0.8,4293333.333
Hwange Coal Power Plant Zimbabwe ,920,Zimbabwe,Matabeleland North,5366666.667,0.8,4293333.333
Bexbach Coal CHP Power Plant Germany ,773,Germany,Saarland,4509166.667,0.95,4283708.333
Wateree Coal Plant SC USA ,771.8,United States of America,South Carolina,4502166.667,0.95,4277058.333
Schkopau CHP Coal Power Station Germany ,916,Germany,Saxony-Anhalt,5343333.333,0.8,4274666.667
Moneypoint Coal Power Plant Ireland ,915,Ireland,Clare,5337500,0.8,4270000
Waukegan Coal Power Plant IL USA ,914.7,United States of America,Illinois,5335750,0.8,4268600
Port Washington Generating Station Coal Plant WI USA ,914.6,United States of America,Wisconsin,5335166.667,0.8,4268133.333
Meramec Coal Plant MO USA ,1041,United States of America,Missouri,6072500,0.7,4250750
E.ON Fiume Santo Coal Power Plant Italy ,1040,Italy,Sassari,6066666.667,0.7,4246666.667
Nasik Coal Power Station India ,910,India,Maharashtra,5308333.333,0.8,4246666.667
Soma A-B Coal Power Plant Turkey ,1034,Turkey,Manisa,6031666.667,0.7,4222166.667
Callide C Coal Power Plant Australia ,900,Australia,Queensland,5250000,0.8,4200000
Columbia Coal Plant WI USA ,1023,United States of America,Wisconsin,5967500,0.7,4177250
J T Deely Coal Plant TX USA ,892,United States of America,Texas,5203333.333,0.8,4162666.667
Ruien Thermal Power Plant Belgium ,889,Belgium,East Flanders,5185833.333,0.8,4148666.667
GRDA Coal Plant OK USA ,1010,United States of America,Oklahoma,5891666.667,0.7,4124166.667
Millmerran Coal Power Plant Australia ,880,Australia,Queensland,5133333.333,0.8,4106666.667
Vojany (EVO) Thermal Power Plant Slovakia ,880,Slovakia,Kosice,5133333.333,0.8,4106666.667
Coffeen Coal Power Plant IL USA ,1005.4,United States of America,Illinois,5864833.333,0.7,4105383.333
Rodemacher Coal Power Plant LA USA ,1003.5,United States of America,Louisiana,5853750,0.7,4097625
Lansing Smith Coal Power Plant FL USA ,1001.5,United States of America,Florida,5842083.333,0.7,4089458.333
Wallerawang-C Coal Power Plant Australia ,1000,Australia,New South Wales,5833333.333,0.7,4083333.333
Yangzonghai Coal Power Plant China ,1000,China,Yunnan,5833333.333,0.7,4083333.333
Pocerady Coal Power Plant Czech ,1000,Czech Republic,Ustecky,5833333.333,0.7,4083333.333
O.P. Jindal Raigarh Coal Mega Power Plant India ,1000,India,Chhattisgarh,5833333.333,0.7,4083333.333
DVC Koderma Thermal Power Plant India ,1000,India,Jharkhand,5833333.333,0.7,4083333.333
Bellary (BTPS) Coal Power Station India ,1000,India,Karnataka,5833333.333,0.7,4083333.333
NTPC Mauda STPP Power Plant India ,1000,India,Maharashtra,5833333.333,0.7,4083333.333
Chhabra Coal Power Plant India ,1000,India,Rajasthan,5833333.333,0.7,4083333.333
DVC Durgapur Steel Thermal Power Plant India ,1000,India,West Bengal,5833333.333,0.7,4083333.333
Matsusima EPDC Coal Power Plant Japan ,1000,Japan,Nagasaki,5833333.333,0.7,4083333.333
Misumi Coal Power Station Japan ,1000,Japan,Shimane,5833333.333,0.7,4083333.333
Shin Onoda Coal Power Station Japan ,1000,Japan,Yamaguchi,5833333.333,0.7,4083333.333
Ekibastuz GRES-2 Coal Power Plant Kazakhstan ,1000,Kazakhstan,Pavlodar,5833333.333,0.7,4083333.333
Huntly Thermal Power Plant New Zealand ,1000,New Zealand,Waikato,5833333.333,0.7,4083333.333
Komati Coal Power Station South Africa ,1000,South Africa,Mpumalanga,5833333.333,0.7,4083333.333
Ironbridge Coal Power Plant UK (Shutdown) ,1000,United Kingdom,Shropshire,5833333.333,0.7,4083333.333
Rugeley Coal Power Station ,1000,United Kingdom,Staffordshire,5833333.333,0.7,4083333.333
Ventana Coal Power Plant Chile ,875,Chile,V Region de Valparaiso,5104166.667,0.8,4083333.333
Heyden Coal Power Plant Germany ,875,Germany,North Rhine-Westphalia,5104166.667,0.8,4083333.333
Huntington Coal Power Plant UT USA ,996,United States of America,Utah,5810000,0.7,4067000
Gandhinagar Coal Power Station India ,870,India,Gujarat,5075000,0.8,4060000
Avon Lake Coal Plant OH USA ,870,United States of America,Ohio,5075000,0.8,4060000
Antelope Valley Coal Plant ND USA ,869.8,United States of America,North Dakota,5073833.333,0.8,4059066.667
C D McIntosh Jr Coal Power Plant FL USA ,993.9,United States of America,Florida,5797750,0.7,4058425
Provence Coal Power Station France ,868,France,Alpes-de-Haute-Provence,5063333.333,0.8,4050666.667
H B Robinson Coal Plant SC USA ,991.5,United States of America,South Carolina,5783750,0.7,4048625
Indramayu Coal Power Plant Indonesia ,990,Indonesia,Jawa Barat,5775000,0.7,4042500
McIntosh Coal Power Plant GA USA ,988,United States of America,Georgia,5763333.333,0.7,4034333.333
Torangallu (Jindal Steel) Works Coal Power Station India ,860,India,Karnataka,5016666.667,0.8,4013333.333
Belchatow II Coal Power Plant Poland ,858,Poland,lodzkie,5005000,0.8,4004000
Santaldih Coal Power Station India ,980,India,West Bengal,5716666.667,0.7,4001666.667
Jorge Lacerda Thermal Power Plant Brazil ,857,Brazil,Santa Catarina,4999166.667,0.8,3999333.333
Council Bluffs Coal Power Plant IA USA ,856.4,United States of America,Iowa,4995666.667,0.8,3996533.333
Muja Coal Power Plant Australia ,854,Australia,Western Australia,4981666.667,0.8,3985333.333
Hindalco Renusagar Coal Captive Power Station India ,854,India,Uttar Pradesh,4981666.667,0.8,3985333.333
Megalopoli Coal Power Plant Greece ,850,Greece,Arcadia,4958333.333,0.8,3966666.667
Clover Coal Plant VA USA ,848,United States of America,Virginia,4946666.667,0.8,3957333.333
Huaneng Beijing (Gaobeidian) Cogen Power Plant China ,845,China,Beijing,4929166.667,0.8,3943333.333
Maritsa Iztok-3 Coal Power Plant Bulgaria ,840,Bulgaria,Stara Zagora,4900000,0.8,3920000
Patratu Coal Power Station India ,840,India,Jharkhand,4900000,0.8,3920000
Lagisza CHP Coal Power Plant Poland ,840,Poland,slaskie,4900000,0.8,3920000
Angul Smelter Coal Captive Power Plant India ,960,India,Orissa,5600000,0.7,3920000
ENEL Andrea Palladio-Fusina Thermal Power Plant Italy ,960,Italy,Venice,5600000,0.7,3920000
Ibbenburen Coal Power Plant Germany ,838,Germany,North Rhine-Westphalia,4888333.333,0.8,3910666.667
Asheville Coal Plant NC USA ,837.1,United States of America,North Carolina,4883083.333,0.8,3906466.667
Loy Yang B Coal Power Plant Australia ,955,Australia,Victoria,5570833.333,0.7,3899583.333
Chentangzhuang Coal Power Station China ,835,China,Tianjin,4870833.333,0.8,3896666.667
Hammond Coal Power Plant GA USA ,953,United States of America,Georgia,5559166.667,0.7,3891416.667
Herne Coal CHP Power Plant Germany ,950,Germany,North Rhine-Westphalia,5541666.667,0.7,3879166.667
Matra Coal Power Plant Hungary ,950,Hungary,Heves,5541666.667,0.7,3879166.667
Bull Run Coal Plant TN USA ,950,United States of America,Tennessee,5541666.667,0.7,3879166.667
Avedore Coal CHP Power Plant Denmark ,825,Denmark,Copenhagen,4812500,0.8,3850000
Coronado Coal Power Plant AZ USA ,821.8,United States of America,Arizona,4793833.333,0.8,3835066.667
Dave Johnston Coal Power Plant WY USA ,816.7,United States of America,Wyoming,4764083.333,0.8,3811266.667
C R Huntley Generating Station Coal Plant NY USA ,816,United States of America,New York,4760000,0.8,3808000
Paiton III Coal Power Plant Indonesia ,815,Indonesia,Jawa Timur,4754166.667,0.8,3803333.333
Boundary Dam Coal Power Station Canada ,813,Canada,Saskatchewan,4742500,0.8,3794000
Chesapeake Coal Plant VA USA ,812.1,United States of America,Virginia,4737250,0.8,3789800
Cherokee Coal Power Plant CO USA ,806.6,United States of America,Colorado,4705166.667,0.8,3764133.333
Salem Harbor Coal Plant MA USA ,805.1,United States of America,Massachusetts,4696416.667,0.8,3757133.333
Crawford Coal Power Plant IL USA ,805,United States of America,Illinois,4695833.333,0.8,3756666.667
Seward Coal Plant PA USA ,803.2,United States of America,Pennsylvania,4685333.333,0.8,3748266.667
Shentou I Coal Power Plant China ,800,China,Shanxi,4666666.667,0.8,3733333.333
Werne (Gersteinwerk Block K) Coal Power Plant Germany ,770,Germany,North Rhine-Westphalia,4491666.667,0.8,3593333.333
Edgewater Coal Plant WI USA ,770,United States of America,Wisconsin,4491666.667,0.8,3593333.333
PSEG Mercer Generating Station Coal Plant NJ USA ,768,United States of America,New Jersey,4480000,0.8,3584000
L V Sutton Coal Plant NC USA ,762.9,United States of America,North Carolina,4450250,0.8,3560200
Sheerness Coal Generating Station Canada ,760,Canada,Alberta,4433333.333,0.8,3546666.667
Duernrohr CHP Power Plant Austria ,757,Austria,Lower Austria,4415833.333,0.8,3532666.667
Wilhelmshaven Coal Power Plant Germany ,757,Germany,Lower Saxony,4415833.333,0.8,3532666.667
Warrick Coal Power Plant IN USA ,755,United States of America,Indiana,4404166.667,0.8,3523333.333
Kogan Creek Coal Power Plant Australia ,750,Australia,Queensland,4375000,0.8,3500000
Studstrup Coal CHP Power Plant Denmark ,750,Denmark,North Jutland,4375000,0.8,3500000
Inkoo Coal Power Plant Finland ,750,Finland,Southern Finland,4375000,0.8,3500000
BlÃ©nod Thermal Power Plant France ,750,France,Meurthe-et-Moselle,4375000,0.8,3500000
Mehrum Coal Power Plant Germany ,750,Germany,Lower Saxony,4375000,0.8,3500000
LÃ¼nen Trianel Coal Power Plant Germany ,750,Germany,North Rhine-Westphalia,4375000,0.8,3500000
Bongaigaon Coal Power Station India (under construction) ,750,India,Assam,4375000,0.8,3500000
Budge Budge Coal Power Station India ,750,India,West Bengal,4375000,0.8,3500000
Bergkamen Coal CHP Power Plant Germany ,747,Germany,North Rhine-Westphalia,4357500,0.8,3486000
Louisa Coal Power Plant IA USA ,738,United States of America,Iowa,4305000,0.8,3444000
Mayo Coal Plant NC USA ,735.8,United States of America,North Carolina,4292166.667,0.8,3433733.333
Pagbilao Coal Power Plant Philippines ,735,Philippines,Quezon,4287500,0.8,3430000
Milton R Young Coal Plant ND USA ,734,United States of America,North Dakota,4281666.667,0.8,3425333.333
Tuzla CHP Power Plant Bosnia and Herzegovina ,730,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,4258333.333,0.8,3406666.667
Ottumwa Coal Power Plant IA USA ,726,United States of America,Iowa,4235000,0.8,3388000
Iatan Coal Plant MO USA ,726,United States of America,Missouri,4235000,0.8,3388000
